doc1_id,doc2_id,label,doc1_title,doc2_title
384,80,0,Dyson DC28 Animal Air Muscle Assembly Replacement,Disassembling iRobot Roomba 551 Bottom Plate
188,250,1,Mr. Coffee BVMC-SJX33GT Power Cord Replacement,De'Longhi EC155 Power Cord Replacement
279,321,0,ArmorAll AA255 Lower Motor Housing Replacement,Hamilton Beach 49980A Main Housing Replacement
176,78,0,Kenmore 400 Washer clutch band Replacement,iRobot Roomba 551  Battery Replacement
503,222,0,Shark Navigator Lightweight Upright Motherboard Replacement,Cuisinart Smart Stick CSB-75 Motor Replacement
240,41,0,Magic Bullet MB1001B Casing Replacement,Dyson DC14 Brush Bar Replacement
250,288,1,De'Longhi EC155 Power Cord Replacement,KitchenAid KHM512ER Power Cord Replacement
63,399,1,Rival Mini Chopper MC-67BL Motor Replacement,Hand-Held Blender Motor Replacement
448,455,0,Waring 51BL29 Power Cord Replacement,Samsung POWERbot VR9000 Right Driving Wheel Replacement
64,231,1,Rival Mini Chopper MC-67BL Power Cord Replacement,Hamilton Beach 51101BA Power Cord Replacement
157,133,0,iRobot Roomba 655 Pet Series front caster wheel replacement or maintenance,Krups 963 Water Heater Replacement
417,463,1,Ecovacs DEEBOT D35 Battery Replacement,Shark Pet Perfect II Battery Replacement
288,305,1,KitchenAid KHM512ER Power Cord Replacement,Hamilton Beach 64650 Power Cord Replacement
123,452,0,Black and Decker 3-Cup Rice Cooker Power Cord Replacement,iRobot Roomba 870 Main Wheel Replacement
313,545,1,AmazonBasics B00Q3KFX8U Motor Replacement,Eureka EasyClean 71C Motor Replacement
305,603,1,Hamilton Beach 64650 Power Cord Replacement,Wolf Gourmet WGBL100S Power Cord Replacement
197,482,1,Capresso Perfectea 260 Motherboard Replacement,Shark NV352 Motherboard Replacement
231,305,1,Hamilton Beach 51101BA Power Cord Replacement,Hamilton Beach 64650 Power Cord Replacement
203,356,0,Petra KM 31 17 Capacitor Replacement,Cuisinart DFP-14BCN Safety Switch Replacement
188,288,1,Mr. Coffee BVMC-SJX33GT Power Cord Replacement,KitchenAid KHM512ER Power Cord Replacement
64,87,1,Rival Mini Chopper MC-67BL Power Cord Replacement,Professional Series PS77401 Power Cord Replacement
219,19,0,Honeywell HY-254-TGT Front Panel Replacement,Nostalgia Electrics RHP-310 Replacing Housing Replacement
250,305,1,De'Longhi EC155 Power Cord Replacement,Hamilton Beach 64650 Power Cord Replacement
305,355,1,Hamilton Beach 64650 Power Cord Replacement,Cuisinart DFP-14BCN Power Cord Replacement
103,517,1,Oster 16-Speed Blender Circuit Board Replacement,Ninja Professional Blender BL660 Circuit Board Replacement
450,361,0,Samsung POWERbot VR9000 Top Chassis Replacement,Rival CM4015 Power Button Replacement
195,231,1,Ninja NJ600 Power Cord Replacement,Hamilton Beach 51101BA Power Cord Replacement
417,332,0,Ecovacs DEEBOT D35 Battery Replacement,Keurig B60 Puncture Needle Replacement
313,399,1,AmazonBasics B00Q3KFX8U Motor Replacement,Hand-Held Blender Motor Replacement
195,305,1,Ninja NJ600 Power Cord Replacement,Hamilton Beach 64650 Power Cord Replacement
328,434,0,FoodSaver V4980 Bottom Panel Replacement,Rydis H68 Pro Motherboard Replacement
151,493,0,Philips Kettle HD4685 Capacitors Replacement,Ninja Ultima BL810 Blade Replacement
408,470,1,Hamilton Beach 70740 Power Cord Replacement,Ninja Mega Kitchen System BL770 Power Cord Replacement
585,323,0,Shark Professional Steam Pocket Mop Control Panel Replacement,FoodSaver V4980 Drip Tray Drawer Replacement
188,546,1,Mr. Coffee BVMC-SJX33GT Power Cord Replacement,Eureka EasyClean 71C Power Cord Replacement
376,201,0,Oster 3905 Lever Spring Replacement,Capresso Perfectea 260 Control System Replacement
156,165,0,iRobot Roomba 655 Pet Series Side Brush and Back Panel Removal,XQ-673H Power Switch Replacement
278,603,1,ArmorAll AA255 Power Cord Replacement,Wolf Gourmet WGBL100S Power Cord Replacement
64,102,1,Rival Mini Chopper MC-67BL Power Cord Replacement,Oster 16-Speed Blender Power Cord Replacement
275,586,0,iDevices iGrill Speaker Replacement,Shark Professional Steam Pocket Mop  Open Mop Body Replacement
195,250,1,Ninja NJ600 Power Cord Replacement,De'Longhi EC155 Power Cord Replacement
135,232,0,Krups 963 Gasket Replacement,ARC-914SBD Push Buttons Replacement
87,408,1,Professional Series PS77401 Power Cord Replacement,Hamilton Beach 70740 Power Cord Replacement
90,151,0,Mr. Coffee DW13 Heating Plate Replacement,Philips Kettle HD4685 Capacitors Replacement
484,516,1,Nutri Ninja Ninja Blender Duo BL641 Fan Replacement,Ninja Professional Blender BL660 Fan Replacement
87,546,1,Professional Series PS77401 Power Cord Replacement,Eureka EasyClean 71C Power Cord Replacement
480,444,0,Shark NV352 Roller Brush Replacement,iRobot Roomba 870 Side Brush Motor Replacement
305,546,1,Hamilton Beach 64650 Power Cord Replacement,Eureka EasyClean 71C Power Cord Replacement
507,448,0,Shark Navigator Lift-Away Deluxe NV360 Roller Brush Replacement,Waring 51BL29 Power Cord Replacement
546,603,1,Eureka EasyClean 71C Power Cord Replacement,Wolf Gourmet WGBL100S Power Cord Replacement
302,545,1,Hamilton Beach 64650 Motor Replacement,Eureka EasyClean 71C Motor Replacement
123,188,1,Black and Decker 3-Cup Rice Cooker Power Cord Replacement,Mr. Coffee BVMC-SJX33GT Power Cord Replacement
489,606,0,Ninja Mega Kitchen System BL770 Circuit Base Replacement,Wolf Gourmet WGTR102S Slide Assist Plunger Replacement
287,545,1,KitchenAid KHM512ER Motor Replacement,Eureka EasyClean 71C Motor Replacement
43,74,1,Repairing Black and Decker BL3000S Power Cord,Mr. Coffee TF6 Power Cord Replacement
553,136,0,Shark Rocket Powerhead AH401 Motherboard Replacement,Krups 963  Bottom Panel Removal
102,154,1,Oster 16-Speed Blender Power Cord Replacement,Magic Bullet NutriBullet Power Cord Replacement
102,603,1,Oster 16-Speed Blender Power Cord Replacement,Wolf Gourmet WGBL100S Power Cord Replacement
473,46,0,Shark Rocket HV381 LED Replacement,Black and Decker BL3000S Circuit Board
68,327,0,General Electric Bagel Switch 4-Slice Power Supply Replacement,Cuisinart Griddler GR-4N Handle Replacement
567,192,0,KitchenAid KSM150PSER Power Cord Replacement,Capresso Perfectea 260 Handle Replacement
226,546,1,ARC-914SBD Power Cord Replacement,Eureka EasyClean 71C Power Cord Replacement
239,492,1,Magic Bullet MB1001B Power Cord Replacement,Ninja Coffee Bar CF086 Power Cord Replacement
399,576,1,Hand-Held Blender Motor Replacement,Insignia NS-VCS14SL7 Motor Replacement
164,512,1,XQ-673H Power Cord Replacement,Ninja Professional Blender BL660 Power Cord Replacement
63,243,1,Rival Mini Chopper MC-67BL Motor Replacement,Hamilton Beach 51101BA Motor Replacement
408,546,1,Hamilton Beach 70740 Power Cord Replacement,Eureka EasyClean 71C Power Cord Replacement
556,464,0,Shark Navigator Freestyle SV1106 Roller Belt Replacement,Shark Pet Perfect II Front Belt Replacement
63,545,1,Rival Mini Chopper MC-67BL Motor Replacement,Eureka EasyClean 71C Motor Replacement
340,450,0,Solis 537 Blender  Repair,Samsung POWERbot VR9000 Top Chassis Replacement
130,142,0,KitchenAid Classic Mixer K45SSWH Gasket Replacement,Krups F203 Coffee Grinder Plug/Cord Replacement
355,603,1,Cuisinart DFP-14BCN Power Cord Replacement,Wolf Gourmet WGBL100S Power Cord Replacement
437,49,0,Rydis H68 Pro Bumper Replacement,Dyson DC14 Motor Replacement
277,234,0,ArmorAll AA255 Switch Replacement,ARC-914SBD Push Button Interface Replacement
87,231,1,Professional Series PS77401 Power Cord Replacement,Hamilton Beach 51101BA Power Cord Replacement
320,120,0,Hamilton Beach 49980A Motherboard Replacement,Waring Pro SB30 Indicator Lights Replacement
457,200,0,iRobot Roomba 880 Bumper Sensors Replacement,Cuisinart DLC-10S Pro Classic 7-Cup Food Processor Power Cord Replacement
339,592,0,Holmes Blizzard Fan Oscillation Gear Replacement,Neato Botvac D8000 Battery Replacement
264,67,0,Ozeri Pronto ZK14-S Button Replacement,Eureka 1660SP Roller Replacement
324,583,0,DeLonghi ESAM  xxxx Solenoid Replacement,Insignia NS-VCS14SL7 Stick Vacuum Power Button  Replacement
462,363,0,Caribou Coffee CC-EKV8SS7 Safety Shutoff Mechanism Replacement,Keurig K70 Top  Needle Replacement
231,470,1,Hamilton Beach 51101BA Power Cord Replacement,Ninja Mega Kitchen System BL770 Power Cord Replacement
175,394,1,Nostalgia Electrics PCM805 Motor Replacement,Hitachi HB-B102 Automatic Home Bakery  II Motor Replacement
329,603,1,Keurig B60 Power Cord Replacement,Wolf Gourmet WGBL100S Power Cord Replacement
306,159,0,FAKIR 1800 ECO,iRobot Roomba 655 Pet Series Brush Motor Replacement
433,523,1,Black and Decker TR1278B Circuit Board Replacement,Vornado Duo Circuit Board Replacement
238,173,0,Magic Bullet MB1001B Activator Replacement,Hamilton Beach 25460Z Bottom Heating Element Solders Replacement
43,187,0,Repairing Black and Decker BL3000S Power Cord,Mr. Coffee BVMC-SJX33GT O-Rings Replacement
409,95,0,Hamilton Beach 70740 Internal switch Replacement,iRobot Roomba 551 Brushes Replacement
510,534,1,Shark Navigator Lift-Away Deluxe NV360 Motherboard Replacement,iRobot Roomba 980 Motherboard Replacement
195,546,1,Ninja NJ600 Power Cord Replacement,Eureka EasyClean 71C Power Cord Replacement
21,287,1,Nostalgia Electrics RHP-310 Motor Replacement,KitchenAid KHM512ER Motor Replacement
358,391,0,Keurig K70 Limit Switch Replacement,Hitachi HB-B102 Automatic Home Bakery  II Belt Replacement
382,77,0,Dyson V6 Motorhead Upper Housing and Brush Bar Housing Replacement,Disassembling iRobot Roomba 551 Bumper
21,63,1,Nostalgia Electrics RHP-310 Motor Replacement,Rival Mini Chopper MC-67BL Motor Replacement
102,231,1,Oster 16-Speed Blender Power Cord Replacement,Hamilton Beach 51101BA Power Cord Replacement
226,237,1,ARC-914SBD Power Cord Replacement,Chef's Choice M115 Power Cord Replacement
523,250,0,Vornado Duo Circuit Board Replacement,De'Longhi EC155 Power Cord Replacement
305,144,0,Hamilton Beach 64650 Power Cord Replacement,Braun Aromaster KF440 one-way valve Replacement
102,305,1,Oster 16-Speed Blender Power Cord Replacement,Hamilton Beach 64650 Power Cord Replacement
74,231,1,Mr. Coffee TF6 Power Cord Replacement,Hamilton Beach 51101BA Power Cord Replacement
318,512,1,Hamilton Beach 49980A Power Cord Replacement,Ninja Professional Blender BL660 Power Cord Replacement
589,346,0,Shark Professional Steam Pocket Mop Heating Element Replacement,Jura Wassertankdichtung - Water Tank Sealing Replacement
313,394,1,AmazonBasics B00Q3KFX8U Motor Replacement,Hitachi HB-B102 Automatic Home Bakery  II Motor Replacement
433,517,1,Black and Decker TR1278B Circuit Board Replacement,Ninja Professional Blender BL660 Circuit Board Replacement
547,328,0,Ninja Professional BL610 LED Replacement,FoodSaver V4980 Bottom Panel Replacement
302,399,1,Hamilton Beach 64650 Motor Replacement,Hand-Held Blender Motor Replacement
305,408,1,Hamilton Beach 64650 Power Cord Replacement,Hamilton Beach 70740 Power Cord Replacement
409,405,0,Hamilton Beach 70740 Internal switch Replacement,Neato XV Signature Motor Assembly Replacement
194,523,1,Ninja NJ600 Circuit Board Replacement,Vornado Duo Circuit Board Replacement
439,141,0,SodaStream Source Internal Rubber Seal Replacement,Honeywell HY-204 Febreze Dial Replacement
112,348,0,Waring Pro SB30 Plastic Sides Replacement,Oster 3905 Outer Shell Replacement
292,320,0,Hamilton Beach 48464 Base Replacement,Hamilton Beach 49980A Motherboard Replacement
173,436,0,Hamilton Beach 25460Z Bottom Heating Element Solders Replacement,RYDIS H68 Pro Wheel  Replacement
102,470,1,Oster 16-Speed Blender Power Cord Replacement,Ninja Mega Kitchen System BL770 Power Cord Replacement
517,599,1,Ninja Professional Blender BL660 Circuit Board Replacement,Keurig 2.0-400 Circuit Board Replacement
231,603,1,Hamilton Beach 51101BA Power Cord Replacement,Wolf Gourmet WGBL100S Power Cord Replacement
372,489,0,Sunbeam SM8900 Stick blender Motor Brush Replacement,Ninja Mega Kitchen System BL770 Circuit Base Replacement
439,547,0,SodaStream Source Internal Rubber Seal Replacement,Ninja Professional BL610 LED Replacement
43,200,1,Repairing Black and Decker BL3000S Power Cord,Cuisinart DLC-10S Pro Classic 7-Cup Food Processor Power Cord Replacement
227,518,1,ARC-914SBD LED Lights Replacement,Ninja Professional Blender BL660 LED Lights  Replacement
43,318,1,Repairing Black and Decker BL3000S Power Cord,Hamilton Beach 49980A Power Cord Replacement
74,590,1,Mr. Coffee TF6 Power Cord Replacement,Cuisinart CHW-12 Power Cord Replacement
35,216,0,Breville BKC600XL Spring Replacement,Hamilton Beach 51101BA Power Button Replacement
43,305,1,Repairing Black and Decker BL3000S Power Cord,Hamilton Beach 64650 Power Cord Replacement
151,455,0,Philips Kettle HD4685 Capacitors Replacement,Samsung POWERbot VR9000 Right Driving Wheel Replacement
429,157,0,iRobot Braava 320 Deck Plate Assembly  Replacement,iRobot Roomba 655 Pet Series front caster wheel replacement or maintenance
467,546,1,Caribou Coffee CC-EKV8SS7 Power Cord Replacement,Eureka EasyClean 71C Power Cord Replacement
145,294,0,Braun Aromaster KF440 Internal Tubing Replacement Guide,Keurig K40 Open/Close Sensor Replacement
255,526,0,Hamilton Beach 70740 Motor Replacement,iRobot Roomba 630 Left and Right Wheels Replacement
392,469,0,Hitachi HB-B102 Automatic Home Bakery  II Outer Casing Replacement,BCG600SIL Dose Control Pro Coffee Grinder - Jamming due to Worn Impeller
